IdMaterial,NameMaterSap,IdMaterialGr_id,SrokSlGod,PlanIspMes,NomSap,NameMaterUn,PriznUn,PriznIsp,PriznKol
332,Перчатки (рукав) кожаные защитные,98,None,None,2371572,None,0,0,0
333,"КШЗ для ВЛ-0,4кВ S=16",98,8,12,2278169,None,0,1,0
334,"КШЗ для ВЛ-0,4кВ S=25",98,8,12,2278150,None,0,1,0
335,"УН (рабочая часть) для КШЗ 0,4кВ",98,5,12,2372246,None,0,1,0
336,"Штанга изоля телеск для УН для КШЗ 0,4кВ",98,15,24,2372110,None,0,1,0
337,КШЗ для ВЛ до 10кВ S=25,98,8,12,2278148,None,0,1,0
338,КШЗ для ВЛ до 10кВ S=35,98,8,12,2278104,None,0,1,0
339,УН (рабочая часть) для КШЗ 6-10кВ,98,5,12,2372292,None,0,1,0
340,Штанга изоля телеск для УН для КШЗ 6-10кВ,98,15,24,2372135,None,0,1,0
341,Лестница-стремянка изол мет оконц 3м,98,5,None,2287376,None,0,0,0
342,Лестница-стремянка изол мет оконц 4м,98,5,None,2287380,None,0,0,0
343,"Стремянка стеклопл с мет оконц 1,5м",98,5,None,2278329,None,0,0,0
344,"Стремянка стеклопл с мет оконц 1,75м",98,5,None,2278280,None,0,0,0
345,"Стремянка стеклопл с эласт оконц 1,75м",98,5,None,2278282,None,0,0,0
346,Линия верт гиб анкер захват полз тип 10м,98,5,None,2361215,None,0,0,0
347,Линия верт гиб анкер захват полз тип 20м,98,5,None,2350408,None,0,0,0
348,Линия верт гиб анкер захват полз тип 30м,98,5,None,2350521,None,0,0,0
349,Линия верт гиб анкер захват полз тип 40м,98,5,None,2361271,None,0,0,0
350,Пояс лямочный предох-й стропы цепь канат,98,5,None,2317160,None,0,0,0
351,Маска защитная сварщика с автомат затемн,98,None,None,2278108,None,0,0,0
352,Маска защитная сварщика,98,None,None,2287377,None,0,0,0
353,Маска сварщика с каской,98,None,None,2278832,None,0,0,0
354,Маска защитная сварщика с автомат затемн,98,None,None,2278108,None,0,0,0
355,Наушники противошумные,98,None,None,2277479,None,0,0,0
356,Лента оградител. красно-белая шир. 75мм,98,None,None,2219353,None,0,0,0
357,Лента оградительная 200м,98,None,None,2120796,None,0,0,0
358,Лента оградительная 250м,98,None,None,2051149,None,0,0,0
359,Отпугиватель собак Dazer,98,None,None,2072771,None,0,0,0
360,Отпугиватель собак электронный Кобра,98,None,None,2255833,None,0,0,0
361,Отпугиватель собак ультразвуковой LS-977,98,None,None,2270626,None,0,0,0
362,Отпугиватель собак ОСА,98,None,None,2277533,None,0,0,0
363,Очки защитные,98,None,None,2278831,None,0,0,0
364,Очки для газосварщика,98,None,None,2287373,None,0,0,0
365,Щиток защитный с креплением на каску,98,None,None,2278352,None,0,0,0
366,Щиток защитный с наголовным креплением,98,None,None,2287382,None,0,0,0
367,"ПЗ для ВЛ-0,4кВ S=16",98,8,None,2278221,None,0,0,0
368,"ПЗ для ВЛ-0,4кВ S=25",98,8,None,2278310,None,0,0,0
369,"ПЗ для ВЛ-0,4кВ S=35",98,8,None,2278307,None,0,0,0
370,ПЗ 1Ф ВЛ 110кВ L=3 S=35,98,8,None,2278157,None,0,0,0
371,ПЗ 1Ф ВЛ 110кВ L=3 S=50,98,8,None,2278116,None,0,0,0
372,ПЗ 1Ф ВЛ 110кВ шарнир звеньями L=3 S=35,98,8,None,2278167,None,0,0,0
373,ПЗ 3Ф ВЛ 110кВ L=12 S=50,98,8,None,2278231,None,0,0,0
374,ПЗ 3Ф ВЛ 110кВ L=20 S=25,98,8,None,2278289,None,0,0,0
375,ПЗ 3Ф ВЛ 110кВ L=24 S=25,98,8,None,2278292,None,0,0,0
376,ПЗ 3Ф ВЛ 110кВ L=3 S=25,98,8,None,2278293,None,0,0,0
377,ПЗ 3Ф ВЛ 110кВ шарнир звенья L=20 S=25,98,8,None,2278295,None,0,0,0
378,ПЗ 3Ф ВЛ 110кВ шарнир звенья L=20 S=50,98,8,None,2278297,None,0,0,0
379,ПЗ 3ф ВЛ 110кВ шарнир звенья L=24 S=25,98,8,None,2277675,None,0,0,0
380,ПЗ 1Ф ВЛ 35кВ L=12 S=35,98,8,None,2278159,None,0,0,0
381,ПЗ 1Ф ВЛ 35кВ L=24 S=70,98,8,None,2278165,None,0,0,0
382,ПЗ 1ф ВЛ 35кВ L=8 S=25,98,8,None,2277662,None,0,0,0
383,ПЗ 3ф ВЛ 35кВ L=12 S=25,98,8,None,2277659,None,0,0,0
384,ПЗ 3Ф ВЛ 35кВ L=15 S=35,98,8,None,2278244,None,0,0,0
385,ПЗ 3Ф ВЛ 35кВ L=24 S=35,98,8,None,2278200,None,0,0,0
386,ПЗ 3Ф ВЛ 35кВ L=8 S=25,98,8,None,2278247,None,0,0,0
387,ПЗ 3ф ВЛ 35кВ шарнир звенья L=18 S=25,98,8,None,2277672,None,0,0,0
388,ПЗ 3Ф ВЛ 35кВ шарнир звенья L=24 S=25,98,8,None,2278196,None,0,0,0
389,ПЗ 3Ф ВЛ 6-10кВ винт. струбц. L=10 S=25,98,8,None,2278212,None,0,0,0
390,ПЗ 3Ф ВЛ 6-10кВ винт. струбц. L=10 S=35,98,8,None,2278302,None,0,0,0
391,ПЗ 3Ф ВЛ 6-10кВ с-на скрепка L=10 S=25,98,8,None,2278214,None,0,0,0
392,ПЗ 3Ф ВЛ 6-10кВ с-на скрепка L=10 S=35,98,8,None,2278254,None,0,0,0
393,ПЗ 3Ф ВЛ 6-10кВ с-на скрепка L=10 S=50,98,8,None,2278215,None,0,0,0
394,ПЗ 3Ф ВЛ 6-10кВ с-на скрепка L=10 S=70,98,8,None,2278256,None,0,0,0
395,ПЗ для пожарных машин L=20 S=25,98,8,None,2278257,None,0,0,0
396,ПЗ для пожарных машин L=8 S=25,98,8,None,2278308,None,0,0,0
397,"ПЗ для РУ-0,4кВ с несъемн штангами S=16",98,8,None,2278264,None,0,0,0
398,"ПЗ для РУ-0,4кВ с несъемн штангами S=25",98,8,None,2278315,None,0,0,0
399,"ПЗ для РУ-0,4кВ с несъемн штангами S=35",98,8,None,2278268,None,0,0,0
400,"ПЗ для РУ-0,4кВ с несъемн штангами S=50",98,8,None,2278318,None,0,0,0
401,"ПЗ для РУ-0,4кВ со съемн штангами S=16",98,8,24,2278266,None,0,1,0
402,"ПЗ для РУ-0,4кВ со съемн штангами S=25",98,8,24,2278319,None,0,1,0
403,"ПЗ для РУ-0,4кВ со съемн штангами S=50",98,8,24,2278323,None,0,1,0
404,ПЗ для РУ 110кВ S=25,98,8,None,2278261,None,0,0,0
405,ПЗ для РУ 110кВ S=35,98,8,None,2278303,None,0,0,0
406,ПЗ для РУ 110кВ S=50,98,8,None,2278258,None,0,0,0
407,ПЗ для РУ 110кВ S=70,98,8,None,2278311,None,0,0,0
408,ПЗ для РУ 35кВ S=50,98,8,None,2280294,None,0,0,0
409,ПЗ для РУ 35кВ S=25,98,8,None,2287383,None,0,0,0
410,ПЗ для РУ 6-10кВ S=25,98,8,None,2278314,None,0,0,0
411,ПЗ для РУ 6-10кВ S=35,98,8,None,2278255,None,0,0,0
412,ПЗ для РУ 6-10кВ S=50,98,8,None,2278316,None,0,0,0
413,ПЗ для РУ 6-10кВ S=70,98,8,None,2278263,None,0,0,0
414,"ПЗ для СИП 0,4кВ с разъемом PC481",98,8,None,2278267,None,0,0,0
415,"ПЗ для СИП 0,4кВ с разъемом для SЕ40",98,8,None,2278313,None,0,0,0
416,Перчатки антивибрац.,98,None,None,М21557,None,0,0,0
417,Рукавицы антивибрац.,98,None,None,М22612,None,0,0,0
418,Перчатки диэлектрические бесшовн латексн,98,2,6,2278152,None,0,1,0
419,Перчатки резин.,98,None,None,М21649,None,0,0,0
420,Перчатки резиновые,98,None,None,2071209,None,0,0,0
421,Перчатки резиновые,98,None,None,2280060,None,0,0,0
422,Перчатки резиновые,98,None,None,2285279,None,0,0,0
423,Перчатки резиновые Латекс,98,None,None,2022686,None,0,0,0
424,Перчатки резиновые технические,98,None,None,2217210,None,0,0,0
425,Краги спилковые,98,None,None,М22306,None,0,0,0
426,Краги спилковые утепл.,98,None,None,М22606,None,0,0,0
427,Плакат Влезать здесь 100х100,98,None,None,2280171,None,0,0,0
428,Плакат Влезать здесь 250х250,98,None,None,2278810,None,0,0,0
429,Знак Внимание шунт,98,None,None,2064272,None,0,0,0
430,Плакат Внимание - ШУНТ!,98,None,None,2278271,None,0,0,0
431,Знак безопасности Деблокировано,98,None,None,2050045,None,0,0,0
432,Плакат Заземлено,98,None,None,2278812,None,0,0,0
433,Плакат Испытание. Опасно для жизни,98,None,None,2278320,None,0,0,0
434,Плакат Не включать! Работа на линии,98,None,None,2278269,None,0,0,0
435,Плакат Не включать! работают люди,98,None,None,2278322,None,0,0,0
436,"Знак Не влезай, убьет!",98,None,None,2278136,None,0,0,0
437,Плакат Работать здесь 100х100,98,None,None,2280172,None,0,0,0
438,Плакат Работать здесь 250х250,98,None,None,2278811,None,0,0,0
439,Плакат Стой! Напряжение,98,None,None,2278324,None,0,0,0
440,Плащ прорезиненный 52-54/182-188,98,None,None,2269014,None,0,0,0
441,Привязь стр  2 стропа канат с МРД ,98,5,None,2361262,None,0,0,0
442,Привязь стр  2 стропа канат с МРД и УПН ,98,5,None,2361078,None,0,0,0
443,Привязь страх канат цепь с МРД и УПН ,98,5,None,2361203,None,0,0,0
444,Привязь страховоч с пах креп нож лямок,98,10,None,2372214,None,0,0,0
445,Привязь страховочн с доп нагрудн петлей,98,5,None,2348343,None,0,0,0
446,Привязь страховочная 2 стропа цепь мет,98,5,None,2348346,None,0,0,0
447,Привязь страховочная стропы цепь канат,98,5,None,2348347,None,0,0,0
448,Устройство наброса на провода до 10кВ,98,8,24,2278345,None,0,1,0
449,Противогаз изолирующий,98,None,None,2278265,None,0,0,0
450,Респиратор,98,None,None,2287311,None,0,0,0
451,Респиратор Лепесток,98,None,None,2081163,None,0,0,0
452,Штанга ШОУ-35,98,15,24,2064601,None,0,1,0
453,Патрон к респиратору газозащитному тип А,98,None,None,2256957,None,0,0,0
454,Респиратор газозащитный,98,None,None,2278333,None,0,0,0
455,Сигнализатор напряж инд внутрикас 110кВ,98,5,None,2372196,None,0,0,0
456,Сигнализатор напряж инд внутрикас 35кВ,98,5,None,2372174,None,0,0,0
457,Сигнализатор напряж инд внутрикас 6-10кВ,98,5,None,2372233,None,0,0,0
458,Сигнализатор напряж индив касочный 110кВ,98,5,None,2372206,None,0,0,0
459,Сигнализатор напряж индив касочный 35кВ,98,5,None,2372060,None,0,0,0
460,Сигнализатор напряжения индивид касочный,98,5,None,2287384,None,0,0,0
461,Флажок красный сигнальный 300х400,98,None,None,2361139,None,0,0,0
462,Строп канат для позиционир регулир с МРД,98,5,None,2348335,None,0,0,0
463,"Строп двухплеч c аморт анк ""А""зев110мм",98,5,None,2361079,None,0,0,0
464,"Строп двухплеч c аморт анк ""А""зев60-65мм",98,5,None,2361155,None,0,0,0
465,"Строп двухплеч c аморт анк ""Т""зев20-22мм",98,5,None,2361169,None,0,0,0
466,Устройство страхов двухплеч с втяжн лент,98,5,None,2348382,None,0,0,0
467,"Строп c аморт анк ""А"" зев 110мм",98,5,None,2361189,None,0,0,0
468,"Строп c аморт анк ""А"" зев 60-65мм",98,5,None,2361170,None,0,0,0
469,"Строп c аморт анк ""Т"" зев 20-22мм",98,5,None,2361244,None,0,0,0
470,Штанга оперативная ШОУ-15,98,15,24,2069267,None,0,1,0
471,Устройство индикации напряж УИН 6-10кВ,98,5,12,2301731,None,0,1,0
472,"УН 0,4кВ устанавливаемый с земли",98,5,12,2278335,None,0,1,0
473,УН до 1000В для работы в РУ,98,5,12,2278339,None,0,1,0
474,УН до 1000В универсальный для РУ и ВЛ,98,5,12,2278262,None,0,1,0
475,УН 110кВ,98,5,12,2278284,None,0,1,0
476,УН 35кВ,98,5,12,2278337,None,0,1,0
477,УН 6-10кВ,98,5,12,2278342,None,0,1,0
478,УН 6-10кВ устанавливаемый с земли,98,5,12,2287385,None,0,1,0
479,"УН 0,4кВ устанавливаемый с земли",98,5,12,2278335,None,0,1,0
480,УН до 1000В для работы в РУ,98,5,12,2278339,None,0,1,0
481,УН до 1000В универсальный для РУ и ВЛ,98,5,12,2278262,None,0,1,0
482,Устройство для проверки совпад фаз 10кВ,98,5,12,2278285,None,0,1,0
483,Строп  для позиционир регулир с МРД УПН,98,5,None,2361196,None,0,0,0
484,Устройство проверки УН на пьезоэффекте,98,5,None,2278223,None,0,0,0
485,Устройство проверки УН электронное,98,5,None,2278340,None,0,0,0
486,Фартук прорезиненный,98,None,None,2006535,None,0,0,0
487,Штанга для наложения ПЗ до 1кВ,98,15,24,2278343,None,0,1,0
488,Штанга оперативная до 1кВ,98,15,24,2278348,None,0,1,0
489,Штанга оперативная универсальная до 1кВ,98,15,24,2278351,None,0,1,0
490,Инсталляционный крюк для телескоп.штанги,98,15,None,2367730,None,0,0,0
491,Штанга телескоп.из стекловолок. с насад.,98,15,24,2367941,None,0,1,0
492,Штырь с заземляющим медным проводником сечением более или равным 10 мм2 и длинной 10 м.,98,None,None,None,None,0,0,0
493,Переносное заземление сечением более или равным 4 мм2 с изолированной рукояткой,98,None,None,None,None,0,0,0
494,Переносное заземление (для заземления ГПМ при работах в охранной зоне ВЛ),98,None,None,None,None,0,0,0
495,Наколенники,98,None,None,None,None,0,0,0
496,"Медный провод переносного заземление для снятия остаточного заряда и заземления испытуемого оборудования, сечением не менее 4 мм. кв.",98,None,None,None,None,0,0,0
497,"Медный провод для заземления ПВЛ, сечением не менее 10 мм. кв.",98,None,None,None,None,0,0,0
498,Колпачки изолирующие,98,None,None,None,None,0,0,0
499,"Защитные ограждения (щиты, ширмы) (при наличии панелей РЗА)",98,None,None,None,None,0,0,0
500,Заземлитель инвентарный,98,None,None,2380832,None,0,0,0
501,Устройство блок втяг канат креп петл 15м,98,None,None,2361214,None,0,0,0
502,Устройство блок втяг канат креп петл 6м,98,None,None,2350512,None,0,0,0
503,Беруши,98,None,None,2285472,None,0,0,0
504,Самоспасатель фильтрующий,98,None,None,2287575,None,0,0,0
505,"Указатель напряжения 0,4 кВ однополюсный",98,5,12,2380821,None,0,1,0
506,ПЗ до 10кВ для ВЛЗ,98,8,24,2380707,None,0,1,0
507,Заземление переносное ПЗРУ-1м(0.00),98,8,None,2048126,None,0,0,0
508,Заземление ЗПЛ-15-01/1 (601695),98,8,None,2007419,None,0,0,0
509,Комплект измерения напряжения ВЛ-35-110,98,None,None,2349309,None,0,0,0
510,Измеритель наведенного напряжения 6-10кВ,98,None,None,2369529,None,0,0,0
511,Штанга изолирующая для измерения НН 10кВ,98,None,None,2369722,None,0,0,0
512,Перчатки диэлектрические латексные,98,2,6,2227026,None,0,1,0
513,Заземление Техношанс ЗПЛ-1-01 (486888.88),98,8,None,2007418,None,0,0,0
514,Лента оградительная (50м),98,None,None,2379245,None,0,0,0
515,Устройство наброса на провода УНП-10 ВЛБ,98,8,None,2013948,None,0,0,0
516,Указатель напряж.УНК,98,5,12,М40717,None,0,1,0
517,Привязь страховочная MAUNTAGE,98,5,None,2358859,None,0,0,0
518,Привязь удерживающ 2 стропа лента капрон,98,5,None,2278326,None,0,0,0
519,Плакат Не влезай! Убьет,98,None,None,2278273,None,0,0,0
520,Строп канат для поз рег с доп лент караб,98,5,None,2348216,None,0,0,0
521,Строп капроновый регулируемый ST2000,98,5,None,2358920,None,0,0,0
522,Строп верев двойн рег амор аВ22р110караб,98,5,None,2358938,None,0,0,0
523,Строп эластич двойн нерегул амор aЕ22,98,5,None,2358866,None,0,0,0
524,УВНК-10,98,5,12,412017,None,0,1,0
525,УВН(С3) 6-10,98,5,12,2257095,None,0,1,0
526,УНН-ЗП,98,5,12,411808,None,0,1,0
527,Заземление переносное КШЗ-1,98,8,12,2123879,None,0,1,0
528,Комплект КШЗ-1 для ВЛ-0.4кВ,98,8,12,2216061,None,0,1,0
529,ПЗ 1Ф ВЛ 35кВ L=24 S=50,29,8,None,2278112,None,0,0,0
530,Строп лента для позиционир регулируемый,98,5,None,2348381,None,0,0,0
531,Строп из ленты капроновой технической,98,5,None,2278283,None,0,0,0
532,Строп страхов двухплеч с амор из ленты,98,5,None,2348215,None,0,0,0
533,ПЗ для РУ 35кВ S=35,98,8,None,2278312,None,0,0,0
534,"УНН-1/1Ш указатель напряжения 0,4кВ",98,5,12,2053823,None,0,1,0
535,Устр-во для пров.указ УПУН-2001,98,5,None,2013639,None,0,0,0
536,Коврик диэлектр. 750*750,98,5,None,2002574,None,0,0,0
537,Клещи токоизмерительные M266F,98,5,24,2016599,None,0,1,0
538,Боты диэлектрические формовые р44,98,3,36,2278081,None,0,1,0
539,Линия гибк анкер блок устр ползун тип30м,98,5,None,2358963,None,0,0,0
540,Линия гибк анкер блок устр ползун тип50м,98,5,None,2358977,None,0,0,0
541,ПЗ 3Ф ВЛ 35кВ шарнир звенья L=8 S=50,98,8,None,2278211,None,0,0,0
542,ПЗ 3Ф ВЛ 35кВ шарнир звенья L=12 S=35,98,8,None,2278192,None,0,0,0
543,ПЗ 3ф ВЛ 35кВ L=12 S=35,98,8,None,2277660,None,0,0,0
544,Заземление переносное ЗПЛ-110М-1 50 мм2,98,8,None,2215716,None,0,0,0
545,ЗПЛ-220/3м 70мм,98,8,None,413296,None,0,0,0
546,Указатель напряж. Экитест 24/380-4К-052,98,5,12,2255992,None,0,1,0
547,Коврик диэлектрический 750х750 мм,98,5,None,2227149,None,0,0,0
548,Пояс лямочный предохр-й 2 стропа канат,98,5,None,2317173,None,0,0,0
549,Указатель напряж. Экитест 24/380-4К-050,98,5,12,2255993,None,0,1,0
550,Лестница-стремянка стеклопластик ЛСПД-5,98,5,None,2105799,None,0,0,0
551,Указатель проверки совпадения фаз,71,5,12,411924,None,0,1,0
552,Указатель проверки совпадения фаз,98,5,12,411924,None,0,1,0
553,Указатель высокого напряжения УВНБ-6-35к,68,5,12,412197,"УН 6-10 кВ, 35 кВ",1,1,0
554,Указатель напряжения УПУН-2М,73,5,None,2025759,None,0,0,0
555,Указатель напряжения УПУН-2М,98,5,None,2025759,None,0,0,0
556,Строп страхов двухплеч с амор из ленты,63,5,None,2348215,None,0,0,0
557,ПЗ 1Ф ВЛ 35кВ L=24 S=50,98,8,None,2278112,None,0,0,0
558,ПЗ 3Ф ВЛ 35кВ шарнир звенья L=12 S=25,29,8,None,2278245,None,0,0,0
559,ПЗ 3Ф ВЛ 35кВ шарнир звенья L=12 S=25,98,8,None,2278245,None,0,0,0
560,ПЗ 3Ф ВЛ110кВ шарнир звенья L=12 S=25,28,8,None,2278294,None,0,0,0
561,ПЗ 3Ф ВЛ110кВ шарнир звенья L=12 S=25,98,8,None,2278294,None,0,0,0
562,Штанга ЗПЛ - 110 (0.00),76,15,None,406622,None,0,0,0
563,Штанга ЗПЛ - 110 (0.00),98,15,None,406622,None,0,0,0
564,ПЗ 3Ф ВЛ 110кВ шарнир звенья L=20 S=35,28,8,None,2278190,None,0,0,0
565,ПЗ 3Ф ВЛ 110кВ шарнир звенья L=20 S=35,98,8,None,2278190,None,0,0,0
566,ПЗ 3Ф ВЛ 35кВ шарнир звенья L=8 S=70,29,8,None,22783306,None,0,0,0
567,ПЗ 3Ф ВЛ 35кВ шарнир звенья L=8 S=70,98,8,None,22783306,None,0,0,0
568,Указатель напр. УВНБУ 35-220кв со штанг.,68,5,12,2066434,None,0,1,0
569,Указатель напряжения УВН-110Д,67,5,12,2235068,None,0,1,0
570,"ШЭУ-10-5-6,6 Д-Штанги электроиз. 6-110кВ",77,5,24,2358939,None,0,1,0
571,Заземление переносное ЗПП-15-3-35,35,8,None,2020226,None,0,0,0
572,"Табличка Не включать, работают люди",48,None,None,2001943,None,0,0,1
573,"Плакат безопасности предупреждающий - ""Внимание ШУНТ""",43,None,None,2278210,None,0,0,1
574,Указатель напр.УПУН 1,73,5,None,2053824,None,0,0,0
575,ПЗ для РУ 15кВ S=50,35,8,None,None,None,0,0,0
576,Указатель напряж.УНК,66,5,12,М40717,None,0,1,0
577,Боты диэл. б/у,1,3,36,М225784,None,0,1,0
578,"Перчатки диэл. ,пара",39,2,6,М22031,None,0,1,0
579,Указатель напряжения 10-110кВ,69,5,12,None,"УН 6-10 кВ, 35 кВ, 110 кВ",1,1,0
580,ПЗ 3ф ВЛ 110кВ L=12 S=25,28,8,None,2278234,None,0,0,0
581,ПЗ 3ф ВЛ 110кВ L=12 S=25,98,8,None,2278234,None,0,0,0
582,Штанга для наложения ПЗ ШЭУ-110-2-2.2,28,15,None,2278224,None,0,0,0
583,УН 35-110кВ,98,5,12,2278288,None,0,1,0
584,Штанга оперативная до 35кВ,98,15,24,2278217,None,0,1,0
585,Комплект штанг КШЗ 6-10,14,15,24,2216071,None,0,1,0
586,Штанга оперативная универсальн до 110кВ,98,15,24,2278341,None,0,1,0
587,ПЗ 1Ф ВЛ 35кВ L=3 S=25,29,8,None,2278122,None,0,0,0
588,УН универсальный 6-35кВ,98,5,12,2278338,None,0,1,0
589,ПЗ для РУ 35 кВ сечением 70,34,8,None,2025756,None,0,0,0
590,УН 6-10кВ устанавливаемый с земли,14,5,12,2287385,None,0,1,0
591,Перчатки антивибрационные,38,None,None,2384226,None,0,0,0
592,Указатель напряж. Экитест 24/380-4К-052,66,5,12,2255992,None,0,1,0
593,КШЗ для ВЛ до 10кВ (универсальное),13,8,12,М408734,None,0,1,0
594,КШЗ для ВЛ до 10кВ (универсальное),14,8,12,М408734,None,0,1,0
595,Рукавицы Х/Б для работ с битумными мастиками,102,None,None,2384284,None,0,0,1
596,Штанга оперативная до 15кВ,75,15,24,2291203,"ШИ 0,4 кВ, 6-10 кВ",1,1,0
597,Штанга оперативная до 15кВ,78,15,24,2291203,"ШИ 0,4 кВ, 6-10 кВ",1,1,0
598,"ПЗ для РУ-0,4кВ для наложения на шины S=16",32,8,None,2384175,None,0,0,0
599,Сигнализатор напряж индив касочн 6-10кВ,60,5,None,2372883,None,0,0,0
600,"КШЗ для ВЛ-0,4кВ S=16 (+токопроводящая часть)",13,8,None,2278169,None,0,0,0
601,"КШЗ для ВЛ-0,4кВ S=25 (+токопроводящая часть)",13,8,None,2278150,None,0,0,0
602,КШЗ для ВЛ до 10кВ S=25 (+токопроводящая часть),14,8,None,2278148,None,0,0,0
603,КШЗ для ВЛ до 10кВ S=35 (+токопроводящая часть),14,8,None,2278104,None,0,0,0
604,Штанга изол телеск для уст шт КШЗ 6-10кВ,14,15,24,2372282,None,0,1,0
605,"Штанга изол телеск для уст шт КШЗ 0,4кВ",13,15,24,2372291,None,0,1,0
606,"ПЗ для РУ-0,4кВ для налож на шины S=25",32,8,None,2384363,None,0,0,0
607,Лестница-стремянка изол универ оконц 3м,15,5,None,2383512,None,0,0,0
608,"ПЗ для РУ-0,4кВ для налож на шины S=35",32,8,None,2384279,None,0,0,0
609,"КШЗ для ВЛ-0,4кВ S=16 (штанга изол телеск для уст шт КШЗ 0,4кВ, ал. штанги, токопроводящая часть)",13,8,24,2278169,None,0,1,0
610,"КШЗ для ВЛ-0,4кВ S=25 (штанга изол телеск для уст шт КШЗ 0,4кВ, ал. штанги, токопроводящая часть)",13,8,24,2278150,None,0,1,0
611,"КШЗ для ВЛ до 10кВ S=25 (штанга изол телеск для уст шт КШЗ 6-10кВ, ал. штанги, токопроводящая часть)",14,8,24,2278148,None,0,1,0
612,"КШЗ для ВЛ до 10кВ S=35 (штанга изол телеск для уст шт КШЗ 6-10кВ, ал. штанги, токопроводящая часть)",14,8,24,2278104,None,0,1,0
613,Лестница-стремянка изол универ оконц 4м,15,5,None,2383396,None,0,0,0
614,Лестница стеклопл изол универ оконц 3м,104,5,None,2383514,None,0,0,0
615,Лестница-стремянка изол универ оконц 5м,15,5,None,2383525,None,0,0,0
616,Лестница стеклопл изол универ оконц 4м,104,5,None,2383449,None,0,0,0
617,Штанга для наложения ПЗ до 1кВ,32,15,None,2278343,None,0,0,0
618,"Стремянка стеклопл с универ оконц 1,5м",15,5,None,2383902,None,0,0,0
619,"Стремянка стеклопл с универ оконц 1,75м",15,5,None,2383757,None,0,0,0
620,ШОПР-15,78,15,12,2218020,None,0,1,0
621,Плакат Внимание - ШУНТ!,43,None,None,2278270,None,0,0,1
622,"ПЗ для РУ-0,4кВ втычное в РБ S=16",32,8,None,2383542,None,0,0,0
623,Лестница-стремянка изол универ оконц 5м,104,5,None,2383525,None,0,0,0
624,Заземление переносное ЗПЛ-10-3/3-25,30,8,None,2084531,None,0,0,0
625,ПЗ до 10кВ для ВЛЗ,30,8,None,2380707,None,0,0,0
626,Заземление переносное ЗППМ L=20м,31,8,None,2222072,None,0,0,0
627,ПЗ 1Ф ВЛ 35кВ L=3 S=35,29,8,None,2278166,None,0,0,0
628,Лестница-стремянка изол универ оконц 4м,104,5,None,2383396,None,0,0,0
629,Респиратор газозащитный,58,None,None,2278333,None,0,0,0
630,Круглогубцы диэлектрические,94,3,12,None,None,0,1,0
631,Штанга измерительная до 110кВ,76,15,12,2278346,None,0,1,0
632,Нож монтерский диэлектрический,105,3,12,None,None,0,1,0
633,Лестница стеклопласт изол мет оконц 5м,104,5,None,2287378,None,0,0,0
634,"Стремянка стеклопл с мет оконц 1,5м",104,5,None,2278329,None,0,0,0
635,"Стремянка стеклопл с эласт оконц 1,75м",104,5,None,2278282,None,0,0,0
636,Устройство страхов двухплеч с втяжн лент,107,5,None,2348382,None,0,0,0
637,Линия гориз гиб анкер диап рег дл 2 10м,108,5,None,2361069,None,0,0,0
638,Линия гориз гиб анкер диап рег дл 2 14м,108,5,None,2361070,None,0,0,0
639,Круглогубцы диэлектрические,109,3,12,None,None,0,1,0
640,ЗПЛ-110-3/3-70,28,8,None,None,None,0,0,0
641,ЗПЛ-110-3/3-50,28,8,None,None,None,0,0,0
642,Приспособление для подъема на опоры,72,5,None,2361263,None,0,0,0
643,Заземление ЗПП-15-25,35,8,None,М407944,None,0,0,0
644,Заземление ЗПП-1-16,32,8,None,М407514,None,0,0,0
